id,nome,categoria,tipo,distrito,endereco,status_site,url_site,nota_google,reviews_google,volume_reviews,produto_onira,grau_fit,racional_fit,pitch_comercial,whatsapp,google_maps_url,instagram_handle,instagram_cadencia,guia_url
182,Burritos Fantásticos,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.7,637,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Burritos+Fantásticos+Caxias+do+Sul,@burritosfantsticos,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/burritos-fantasticos-2985
183,Cantina Milani - Gastronomia e Vinhos,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.5,172,⚡ Médio (50-300),Onira Vouchers (Degustação & Split Pix),🔴 Fit Crítico,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Cantina+Milani+-+Gastronomia+e+Vinhos+Caxias+do+Sul,@cantinamilanigastron,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/cantina-milani-gastronomia-e-vinhos-3197
184,Carême Café & Pâtisserie,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.3,553,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Carême+Café+&+Pâtisserie+Caxias+do+Sul,@carmecafptisserie,🔥 Alta (Feed + Stories diários),https://www.guiadecaxiasdosul.com/empresa/onde-comer/careme-cafe-patisserie-1740
185,Catna - Sabor com Saúde,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.7,165,⚡ Médio (50-300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Catna+-+Sabor+com+Saúde+Caxias+do+Sul,@catnasaborcomsade,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/catna-sabor-com-saude-216
186,Centro Cultural Moinho da Cascata - Grupo Ueba,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🟢 Site Ativo (200),https://www.grupoueba.com.br/,4.2,253,⚡ Médio (50-300),Onira.fly (Canal Próprio & Cardápio Digital),🟡 Fit Alto,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Centro+Cultural+Moinho+da+Cascata+-+Grupo+Ueba+Caxias+do+Sul,@centroculturalmoinho,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/centro-cultural-moinho-da-cascata-grupo-ueba-3377
187,Churrascaria Laço de Ouro,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🟢 Site Ativo (200),https://churrascarialacodeouro.com/,4.6,388,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🟡 Fit Alto,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Churrascaria+Laço+de+Ouro+Caxias+do+Sul,@churrascarialaodeour,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/churrascaria-laco-de-ouro-240
188,Cocanha Gastronomia Caseira,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🟢 Site Ativo (200),https://cocanha.com.br/,4.3,572,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🟡 Fit Alto,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Cocanha+Gastronomia+Caseira+Caxias+do+Sul,@cocanhagastronomiaca,🔥 Alta (Feed + Stories diários),https://www.guiadecaxiasdosul.com/empresa/onde-comer/cocanha-gastronomia-caseira-263
189,Danúbio  Bar e Restaurante,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.5,557,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Danúbio++Bar+e+Restaurante+Caxias+do+Sul,@danbiobarerestaurant,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/danubio-bar-e-restaurante-301
190,Doce Docê,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🟢 Site Ativo (200),http://www.docedoce.com.br/,4.5,234,⚡ Médio (50-300),Onira.fly (Canal Próprio & Cardápio Digital),🟡 Fit Alto,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",Não informado,https://www.google.com/maps/search/?api=1&query=Doce+Docê+Caxias+do+Sul,@docedoc,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/doce-doce-760
191,Empório Doce D'Oro Bakery & Coffee,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.2,827,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Empório+Doce+D'Oro+Bakery+&+Coffee+Caxias+do+Sul,@empriodocedorobakery,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/emporio-doce-doro-bakery-coffee-3363
192,Ferronatto Gastronomia e Eventos,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🟢 Site Ativo (200),https://www.ferronattogastronomia.com.br/,4.7,678,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🟡 Fit Alto,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Ferronatto+Gastronomia+e+Eventos+Caxias+do+Sul,@ferronattogastronomi,🔥 Alta (Feed + Stories diários),https://www.guiadecaxiasdosul.com/empresa/onde-comer/ferronatto-gastronomia-e-eventos-273
193,Galeteria Alvorada,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🟢 Site Ativo (200),https://galeteriaalvorada.blogspot.com/,4.2,498,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🟡 Fit Alto,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Galeteria+Alvorada+Caxias+do+Sul,@galeteriaalvorada,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/galeteria-alvorada-1483
194,Hamburgueria Parador,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🟢 Site Ativo (200),https://hamburgueriaparador.com.br/,4.5,271,⚡ Médio (50-300),Onira.fly (Canal Próprio & Cardápio Digital),🟡 Fit Alto,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Hamburgueria+Parador+Caxias+do+Sul,@hamburgueriaparador,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/hamburgueria-parador-3395
195,Império do Bauru,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🟢 Site Ativo (200),https://www.imperiodobauru.com.br/,4.5,162,⚡ Médio (50-300),Onira.fly (Canal Próprio & Cardápio Digital),🟡 Fit Alto,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Império+do+Bauru+Caxias+do+Sul,@impriodobauru,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/imperio-do-bauru-3177
196,La Trattoria di Evandro Comiotto,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.4,160,⚡ Médio (50-300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=La+Trattoria+di+Evandro+Comiotto+Caxias+do+Sul,@latrattoriadievandro,🔥 Alta (Feed + Stories diários),https://www.guiadecaxiasdosul.com/empresa/onde-comer/la-trattoria-di-evandro-comiotto-2939
197,Monasterium Cervejas Especiais,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.7,335,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",Não informado,https://www.google.com/maps/search/?api=1&query=Monasterium+Cervejas+Especiais+Caxias+do+Sul,@monasteriumcervejase,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/monasterium-cervejas-especiais-372
198,Quintal da Salsa,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.6,802,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Quintal+da+Salsa+Caxias+do+Sul,@quintaldasalsa,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/quintal-da-salsa-2986
199,Restaurante Bologna,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.3,693,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Restaurante+Bologna+Caxias+do+Sul,@restaurantebologna,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/restaurante-bologna-1572
200,Restaurante do Hotel Intercity,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.7,536,🔥 Alto (>300),Onira Direct (Reservas Diretas / Stay),🔴 Fit Crítico,Pousadas e hospedagens rurais pagam de 15% a 25% de comissão para Booking/Airbnb; precisam de motor de reserva direto sem intermediários.,"Canal próprio de reservas com voucher de boas-vindas, retendo 100% da diária no bolso da propriedade.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Restaurante+do+Hotel+Intercity+Caxias+do+Sul,@restaurantedohotelin,🔥 Alta (Feed + Stories diários),https://www.guiadecaxiasdosul.com/empresa/onde-comer/restaurante-do-hotel-intercity-2977
201,Restaurante Talharim,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.8,278,⚡ Médio (50-300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Restaurante+Talharim+Caxias+do+Sul,@restaurantetalharim,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/restaurante-talharim-3364
202,Ricco Pizza,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.8,362,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Ricco+Pizza+Caxias+do+Sul,@riccopizza,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/ricco-pizza-1830
203,Salvador Fabbrica,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🟢 Site Ativo (200),https://www.salvadorstore.com.br/,4.7,301,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🟡 Fit Alto,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Salvador+Fabbrica+Caxias+do+Sul,@salvadorfabbrica,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/salvador-fabbrica-1667
204,Shelter Pizza Bar,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.7,145,⚡ Médio (50-300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Shelter+Pizza+Bar+Caxias+do+Sul,@shelterpizzabar,🔥 Alta (Feed + Stories diários),https://www.guiadecaxiasdosul.com/empresa/onde-comer/shelter-pizza-bar-3057
205,Sica Gastronomia & Eventos,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.3,460,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Sica+Gastronomia+&+Eventos+Caxias+do+Sul,@sicagastronomiaevent,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/sica-gastronomia-eventos-268
206,Sorvelândia,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🟢 Site Ativo (200),www.sorvelandia.com.br,4.7,541,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🟡 Fit Alto,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",Não informado,https://www.google.com/maps/search/?api=1&query=Sorvelândia+Caxias+do+Sul,@sorvelndia,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/sorvelandia-41
207,SPY Bar,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.7,374,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=SPY+Bar+Caxias+do+Sul,@spybar,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/spy-bar-1977
208,Tannat Wine Bar,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.4,838,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Tannat+Wine+Bar+Caxias+do+Sul,@tannatwinebar,🔥 Alta (Feed + Stories diários),https://www.guiadecaxiasdosul.com/empresa/onde-comer/tannat-wine-bar-1941
